text,intent,tag
minh muon mua cai xe Luddy ma lai dang can hom nay,inform,O O O O B-inform#object_type B-inform#brand O O O O O O
Cho mình hỏi xe Luddy,inform,O O O B-inform#object_type B-inform#brand
cho e hỏi xe chòi chân là như nào ah,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Xe chòi chân luddy này e còn ko,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O
Cho mình hỏi bên shop còn mẫu xe chòi chân nào,inform,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Bn ơi shop m có xe chòi chân của winfun ko,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#brand O
Gửi t xem mẫu xe chòi chân cho bé,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Xe đạp luddy đã về hàng chưa shop ơi?,inform,B-inform#object_type O B-inform#brand O O O O O O
"Bạn ơi, shop mình còn xe chòi chân ko ạ",inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Bên bạn có xe chòi chân cho bé k tư vấn mình nhé,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Shop ơi mình muốn mua ghế rung fisher price thì làm tn,inform,O O O O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
Bên bạn có ghế rung kiza crow 3 in 1 k,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O O
xe đẩy combi handy s bên bạn còn ko,inform,B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand I-inform#brand O O O O
mình muốn mua ghế rung mastela 5in1 ấy ạ,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O O O
Xe tròn tập đi bên b còn k ?,inform,B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Shop còn ghế rung joie sansa 2in1 k ah,inform,O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
Tư vấn cho mình loại baby moov,inform,O O O O O B-inform#brand I-inform#brand
Bên bạn có ghế farlin k?,inform,O O O B-inform#object_type B-inform#brand O
Shop còn xe đẩy 2c hope ko ạ,inform,O O B-inform#object_type I-inform#object_type O B-inform#brand O O
shop cho mình hỏi còn xe đẩy gấp gọn vinng k ạ,inform,O O O O O B-inform#object_type I-inform#object_type O O B-inform#brand O O
ghế joie có sẵn k em,inform,O B-inform#brand O O O O
Cho e xin chi tiết ghế rung cho bé với ạh,inform,O O O O O B-inform#object_type I-inform#object_type O O O O
Bạn cho mình hỏi máy pha sữa,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type
Tư vấn giúp mình máy pha sữa nha,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Máy pha sữa bạn có loại nào?,inform,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Tu Vân minh may pha sửa ak,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Inbox em máy pha sữa tiny baby với ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O
Có máy pha sữa ko e,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O
E tư vấn giúp c máy pha sữa cho con nhé!,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Máy pha sữa minh có mấy loại vậy sh,inform,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Tư vấn mình máy pha sữa nhé,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Bên em có bộ bát ăn dặm k,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type O
bát richell còn ko cậu?,inform,B-inform#object_type B-inform#brand O O O
"À, nhà chị có bát ăn dặm ko",inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Ben mình có bộ bát ăn dặm k ah,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type O O
Mình có bát ăn dặm cho bé k ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
shop có màn treo cũi cho bé ko ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
co man chup ko shop,inform,O B-inform#object_type I-inform#object_type O O
Cho mình hỏi shop có bán màn treo nôi ko,inform,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Shop có màn chống muỗi cho cũi em bé ko ạ?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Nếu mua thêm màn chống muỗi có k ạ,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
co man kg c dat luon em,inform,O B-inform#object_type O O O O O
Ben mih co bán màn treo cui so sinh k ah,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Mình có thể mua rời màn chống muỗi ko bạn,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Ok shop có bán cái màn che ko,inform,O O O O O B-inform#object_type O O
M chưa nhận đc màn b ơi.,inform,O O O O B-inform#object_type O O
M cần cái màn chống muỗi cho bé nằm lắm!!,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Có màn ko chị?,inform,O B-inform#object_type O O
Ah. Cau co man treo cui chong muoi cho be kg,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Máy hút mũi baby futur còn ko b ?,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O O
Tư vấn giúp mình loại hút mũi vs b,inform,O O O O O B-inform#object_type I-inform#object_type O O
Em ơi cho c mua máy hút mũi,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type
tư vấn cho mình máy hút mũi cho bé nhé,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Tư vấn máy hút mũi giúp m đc ko ạ?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Shop ơi tư vấn giúp e máy hút mũi với ạ,inform,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Chổ máy hút mũi shop vẫn còn đúng ko ạ,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Shop còn máy hút mũi không ?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Máy hút mũi comfy baby còn k c,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
Bạn gửi cho mình mấy mẫu hút mũi nhé,inform,O O O O O O B-inform#object_type I-inform#object_type O
Máy hút mũi bên mình còn ko ạ,inform,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Alo cho e hỏi bộ hút mũi nhà mình còn ko ạ?,inform,O O O O O B-inform#object_type I-inform#object_type O O O O O
Minh hoi may hut mũi b oi,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Cho minh thong tin may hut mui comfy baby nhe,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O
Nhà mình có máy hút mũi ko ạ?,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
B ơi set khăn còn ko b,inform,O O O B-inform#object_type O O O
Bên shop có bán set 4 khăn ko,inform,O O O O O O B-inform#object_type O
Ah có khăn vải đa năng kmom k chị,inform,O O B-inform#object_type O O O B-inform#brand O O
Thế có khăn aden ko shop ơi,inform,O O B-inform#object_type B-inform#brand O O O
Vậy bạn co khăn ướt gì ko,inform,O O O B-inform#object_type I-inform#object_type O O
Khăn sữa có loại nào c ơi,inform,B-inform#object_type I-inform#object_type O O O O O
Yếm royal care đó,inform,B-inform#object_type B-inform#brand I-inform#brand O
B có yếm ăn dặm có màng hứng ko,inform,O O B-inform#object_type O O O O O O
Còn máy hâm sữa thì có loại nào ạ,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Cái máy hâm sữa babycare c còn ko,inform,O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
Bạn có máy hâm sữa của avent k b,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#brand O O
Shop có thể tư vấn cho mình sp máy hâm sữa k,inform,O O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
Mà tiện thể tư vấn giúp t máy hâm sữa avent với ạ,inform,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
C oi núm medela có loại j vay a,inform,O O B-inform#object_type B-inform#brand O O O O O
Bạn coa núm ti giả k,inform,O O B-inform#object_type I-inform#object_type O O
Chị có núm ti momma lansinoh ko chị,inform,O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O
Có bán núm ti k bạn,inform,O O B-inform#object_type I-inform#object_type O O
shop có bán núm ti Comotomo size 1 rời ko?,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O O O O
B ơi bên b còn núm ti này ko?,inform,O O O O O B-inform#object_type I-inform#object_type O O
A ban co binh sua chong trao nguoc cho bé k,inform,O O O B-inform#object_type I-inform#object_type O O O O O O
Tu van cho e binh sua nuk voi a,inform,O O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Minh co ao hut sua ranh tay kun k shop,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#brand O O
Shop có áo hút sữa rảnh tay k vậy,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
C bán áo hút sữa k ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Với giá áo hút sữa rảnh tay nữa?,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Bạn ơi cho mình hỏi bên bạn có bán áo hút sữa rảnh tay ko vậy,inform,O O O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Vậy áo hút sữa có ko shop?,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O O
Có áo hút sữa rảnh tay k b,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
B ơi bộ bàn ghế còn k,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O
mình muốn lấy bộ bàn ghế,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type
Bên bạn có bộ bàn ghế như nady đúng ko?,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O
Coa bộ đồ chơi đi tắm biển hay tắm ở bồn cho bé ko e,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O O
Bộ đồ chơi winful còn ko b,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O
Mình mún mua 1 bộ đồ chơi treo cũi,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Mình muốn hỏi bên mình có bán bộ đồ chơi treo cũi cho bé ko ak,inform,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
B oi có bộ đồ chơi kích thích thi giác cho bé ko,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O
Cho e hỏi bộ đồ chơi tháp cốc còn k ạ,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Chị ơi cho em đặt chậu tắm Aprica nhé,inform,O O O O O B-inform#object_type I-inform#object_type B-inform#brand O
Chậu có sẵn k bạn?,inform,B-inform#object_type O O O O
Cho mình cả chậu này nữa nhé,inform,O O O B-inform#object_type O O O
C có viên đá khô ko thì e lấy luôn ạ,inform,O O O B-inform#object_type I-inform#object_type O O O O O O
Bạn ơi. Bên bạn còn túi và đá khô medela chính hãng k,inform,O O O O O O O B-inform#object_type I-inform#object_type B-inform#brand O O O
Ban co da kho lun k,inform,O O B-inform#object_type I-inform#object_type O O
thế m có đá khô medela k ạ,inform,O O O B-inform#object_type I-inform#object_type B-inform#brand O O
Bạn ơi tớ muốn đặt túi đá khô,inform,O O O O O O B-inform#object_type I-inform#object_type
Phan tui da kho co ban rieng ko,inform,O O B-inform#object_type I-inform#object_type O O O O
Bên bạn có túi đá khô của medela ko,inform,O O O O B-inform#object_type I-inform#object_type O B-inform#brand O
Co đá khô k sh,inform,O B-inform#object_type I-inform#object_type O O
Co ban tui da kho cua madela lun k b,inform,O O O B-inform#object_type I-inform#object_type O B-inform#brand O O O
Set đá khô túi giữ nhiệt medela loại new cậu còn ko,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O O
Có đai đeo giữ bé ngồi thẳng lưng ko,inform,O B-inform#object_type O O O O O O O
Coa đai bảo vệ ko b,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O
còn ghế ô tô Combi Corcoro thì sao bạn?,inform,O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
Ghế ô tô jolie stage còn k a,inform,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O
mình muốn mua cái ghế ô tô zaracos morek,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand
